grupo,idioma,numero,linea,pregunta_visible,pregunta_schema,respuesta_visible,respuesta_schema,pregunta_coincide,respuesta_coincide
PRICES,ca,3,1510,Els lloguers inclouen cascos i accessoris?,Els lloguers inclouen cascos i accessoris?,"Els lloguers de scooter inclouen els cascos; els de bicicleta inclouen casc infantil i cadenat; i els de patins en línia, patins de quatre rodes, skateboard i longboard inclouen casc infantil, canelleres, genolleres i colzeres.","Els lloguers de scooter inclouen els cascos; els de bicicleta inclouen casc infantil i cadenat; i els de patins en línia, patins de quatre rodes, skateboard i longboard inclouen casc infantil, canelleres, genolleres i colzeres.",SÍ,SÍ
PRICES,ca,4,1520,Els turistes necessiten carnet per llogar?,Els turistes necessiten carnet per llogar?,"Cal un permís de conduir vàlid per als scooters de 125cc. Les bicicletes, els patins en línia, els patins de quatre rodes, els skateboards i els longboards es poden llogar sense permís de conduir.","Cal un permís de conduir vàlid per als scooters de 125cc. Les bicicletes, els patins en línia, els patins de quatre rodes, els skateboards i els longboards es poden llogar sense permís de conduir.",SÍ,SÍ
PRICES,ca,5,1530,Reserves i dipòsits,Reserves i dipòsits,"Per a la majoria d’articles pots venir directament a la botiga, però els caps de setmana i en temporada alta és recomanable reservar, sobretot per a grups. Cal document d’identitat o passaport per a tots els lloguers. Només en el lloguer de scooter pot aplicar-se un dipòsit retornable; bicicletes, patins en línia, patins de quatre rodes, skateboards i longboards no requereixen dipòsit.","Per a la majoria d’articles pots venir directament a la botiga, però els caps de setmana i en temporada alta és recomanable reservar, sobretot per a grups. Cal document d’identitat o passaport per a tots els lloguers. Només en el lloguer de scooter pot aplicar-se un dipòsit retornable; bicicletes, patins en línia, patins de quatre rodes, skateboards i longboards no requereixen dipòsit.",SÍ,SÍ
PRICES,ca,6,1540,Quins mètodes de pagament accepteu?,Quins mètodes de pagament accepteu?,Acceptem pagament amb targeta. PayPal també està disponible per a pagaments en línia.,Acceptem pagament amb targeta. PayPal també està disponible per a pagaments en línia.,SÍ,SÍ
PRICES,sv,1,1497,Kan jag boka direkt via WhatsApp?,Kan jag boka direkt via WhatsApp?,"Ja. Du kan kontakta RSB Rental Scooter Barcelona via WhatsApp för att bekräfta tillgänglighet, priser och bokningsdetaljer innan du kommer till butiken.","Ja. Du kan kontakta RSB Rental Scooter Barcelona via WhatsApp för att bekräfta tillgänglighet, priser och bokningsdetaljer innan du kommer till butiken.",SÍ,SÍ
PRICES,sv,2,1507,Var ligger RSB Rental Scooter Barcelona?,Var ligger RSB Rental Scooter Barcelona?,"Vår uthyrningsbutik ligger i Vila Olímpica del Poblenou, ett av de bästa områdena att starta din rutt från i Barcelona.","Vår uthyrningsbutik ligger i Vila Olímpica del Poblenou, ett av de bästa områdena att starta din rutt från i Barcelona.",SÍ,SÍ
PRICES,sv,3,1517,Ingår hjälmar och tillbehör?,Ingår hjälmar och tillbehör?,"Scooteruthyrning inkluderar två hjälmar. Vid cykeluthyrning ingår barnhjälm och lås. Vid hyra av inlines, rullskridskor, skateboard och longboard ingår barnhjälm, handledsskydd, knäskydd och armbågsskydd.","Scooteruthyrning inkluderar två hjälmar. Vid cykeluthyrning ingår barnhjälm och lås. Vid hyra av inlines, rullskridskor, skateboard och longboard ingår barnhjälm, handledsskydd, knäskydd och armbågsskydd.",SÍ,SÍ
PRICES,sv,4,1527,Behöver turister körkort för att hyra?,Behöver turister körkort för att hyra?,"Giltigt körkort krävs för 125cc-scootrar. Cyklar, inlines, rullskridskor, skateboards och longboards kan hyras utan körkort.","Giltigt körkort krävs för 125cc-scootrar. Cyklar, inlines, rullskridskor, skateboards och longboards kan hyras utan körkort.",SÍ,SÍ
PRICES,sv,5,1537,Bokning och depositioner,Bokning och depositioner,"För de flesta artiklar kan du komma direkt till butiken, men på helger och under högsäsong rekommenderas bokning, särskilt för grupper. ID-kort eller pass krävs för alla hyror. En återbetalningsbar deposition kan endast tillkomma vid scooteruthyrning; inlines, cyklar, rullskridskor, skateboards och longboards kräver ingen deposition.","För de flesta artiklar kan du komma direkt till butiken, men på helger och under högsäsong rekommenderas bokning, särskilt för grupper. ID-kort eller pass krävs för alla hyror. En återbetalningsbar deposition kan endast tillkomma vid scooteruthyrning; inlines, cyklar, rullskridskor, skateboards och longboards kräver ingen deposition.",SÍ,SÍ
PRICES,sv,6,1547,Vilka betalningsmetoder accepterar ni?,Vilka betalningsmetoder accepterar ni?,Vi accepterar kortbetalning. PayPal finns också för onlinebetalningar.,Vi accepterar kortbetalning. PayPal finns också för onlinebetalningar.,SÍ,SÍ
PRICES,pl,1,1503,Czy mogę zarezerwować bezpośrednio przez WhatsApp?,Czy mogę zarezerwować bezpośrednio przez WhatsApp?,"Tak. Możesz skontaktować się z RSB Rental Scooter Barcelona przez WhatsApp, aby potwierdzić dostępność, ceny i szczegóły rezerwacji przed wizytą.","Tak. Możesz skontaktować się z RSB Rental Scooter Barcelona przez WhatsApp, aby potwierdzić dostępność, ceny i szczegóły rezerwacji przed wizytą.",SÍ,SÍ
PRICES,pl,2,1513,Gdzie znajduje się RSB Rental Scooter Barcelona?,Gdzie znajduje się RSB Rental Scooter Barcelona?,"Nasza wypożyczalnia znajduje się w Vila Olímpica del Poblenou, jednej z najlepszych dzielnic do rozpoczęcia trasy w Barcelonie.","Nasza wypożyczalnia znajduje się w Vila Olímpica del Poblenou, jednej z najlepszych dzielnic do rozpoczęcia trasy w Barcelonie.",SÍ,SÍ
PRICES,pl,3,1523,Czy wynajem obejmuje kaski i akcesoria?,Czy wynajem obejmuje kaski i akcesoria?,"Wynajem skuterów obejmuje kaski; wynajem rowerów — kask dziecięcy i zapięcie; a wynajem rolek, wrotek, deskorolek i longboardów — kask dziecięcy oraz ochraniacze na nadgarstki, kolana i łokcie.","Wynajem skuterów obejmuje kaski; wynajem rowerów — kask dziecięcy i zapięcie; a wynajem rolek, wrotek, deskorolek i longboardów — kask dziecięcy oraz ochraniacze na nadgarstki, kolana i łokcie.",SÍ,SÍ
PRICES,pl,4,1533,Czy turyści potrzebują prawa jazdy do wynajmu?,Czy turyści potrzebują prawa jazdy do wynajmu?,"Do skuterów 125cc wymagane jest ważne prawo jazdy. Rowery, rolki, wrotki, deskorolki i longboardy można wynająć bez prawa jazdy.","Do skuterów 125cc wymagane jest ważne prawo jazdy. Rowery, rolki, wrotki, deskorolki i longboardy można wynająć bez prawa jazdy.",SÍ,SÍ
PRICES,pl,5,1543,Rezerwacja i kaucje,Rezerwacja i kaucje,"W przypadku większości sprzętu możesz przyjść bezpośrednio do wypożyczalni, ale w weekendy i w sezonie zalecana jest rezerwacja, szczególnie dla grup. Do każdego wynajmu wymagany jest dokument tożsamości lub paszport. Kaucja zwrotna może być wymagana wyłącznie przy wynajmie skutera; rolki, rowery, wrotki, deskorolki i longboardy nie wymagają kaucji.","W przypadku większości sprzętu możesz przyjść bezpośrednio do wypożyczalni, ale w weekendy i w sezonie zalecana jest rezerwacja, szczególnie dla grup. Do każdego wynajmu wymagany jest dokument tożsamości lub paszport. Kaucja zwrotna może być wymagana wyłącznie przy wynajmie skutera; rolki, rowery, wrotki, deskorolki i longboardy nie wymagają kaucji.",SÍ,SÍ
PRICES,pl,6,1553,Jakie metody płatności akceptujecie?,Jakie metody płatności akceptujecie?,Akceptujemy płatności kartą. PayPal jest również dostępny przy płatnościach online.,Akceptujemy płatności kartą. PayPal jest również dostępny przy płatnościach online.,SÍ,SÍ
SCOOTER,en,1,1137,Should I choose a 50cc or 125cc scooter?,Should I choose a 50cc or 125cc scooter?,"A 50cc scooter is practical for city routes. A 125cc scooter is better for longer routes, hills or riding with a passenger. Check our 50cc vs 125cc guide before booking.","A 50cc scooter is practical for city routes. A 125cc scooter is better for longer routes, hills or riding with a passenger. Check our 50cc vs 125cc guide before booking.",SÍ,SÍ
SCOOTER,en,2,1141,Can I rent a scooter in Barcelona today?,Can I rent a scooter in Barcelona today?,Same-day scooter rentals may be available depending on stock. Contact us on WhatsApp before coming to confirm availability.,Same-day scooter rentals may be available depending on stock. Contact us on WhatsApp before coming to confirm availability.,SÍ,SÍ
SCOOTER,en,3,1145,Where is RSB Rental Scooter Barcelona located?,Where is RSB Rental Scooter Barcelona located?,"We are in Vila Olímpica, at Carrer de Salvador Espriu, 63, 08005 Barcelona, near Port Olímpic and Barceloneta Beach.","We are in Vila Olímpica, at Carrer de Salvador Espriu, 63, 08005 Barcelona, near Port Olímpic and Barceloneta Beach.",SÍ,SÍ
SCOOTER,en,4,1149,Do you offer free hotel delivery for scooter rentals?,Do you offer free hotel delivery for scooter rentals?,"Yes. Free scooter hotel delivery is included for rentals of 3 or more days in Barcelona, subject to availability confirmation.","Yes. Free scooter hotel delivery is included for rentals of 3 or more days in Barcelona, subject to availability confirmation.",SÍ,SÍ
SCOOTER,en,5,1153,Can I leave my luggage or personal items at the shop while I rent?,Can I leave my luggage or personal items at the shop while I rent?,"Yes. Free storage for luggage, shoes, jackets and backpacks is available in our supervised shop.","Yes. Free storage for luggage, shoes, jackets and backpacks is available in our supervised shop.",SÍ,SÍ
SCOOTER,en,6,1157,Do I need a driving licence to rent a scooter in Barcelona?,Do I need a driving licence to rent a scooter in Barcelona?,"Licence requirements depend on whether you rent a 50cc or 125cc scooter. Check that your driving licence is valid for the scooter category before booking. For 125cc scooters, you need a category B driving licence held for at least 3 years, or the corresponding motorcycle licence.","Licence requirements depend on whether you rent a 50cc or 125cc scooter. Check that your driving licence is valid for the scooter category before booking. For 125cc scooters, you need a category B driving licence held for at least 3 years, or the corresponding motorcycle licence.",SÍ,SÍ
SCOOTER,en,7,1161,Do scooter rentals require a deposit?,Do scooter rentals require a deposit?,A refundable deposit may apply depending on the scooter category and vehicle. Bring your ID or passport and contact us for details.,A refundable deposit may apply depending on the scooter category and vehicle. Bring your ID or passport and contact us for details.,SÍ,SÍ
SCOOTER,en,8,1165,Are helmets and protective gear included in the price?,Are helmets and protective gear included in the price?,Yes. Scooter rentals include two helmets.,Yes. Scooter rentals include two helmets.,SÍ,SÍ
SCOOTER,en,9,1169,Can tourists rent a scooter in Barcelona?,Can tourists rent a scooter in Barcelona?,"Yes. Many travellers rent from our shop near Vila Olímpica and Barceloneta Beach. Bring your licence, ID or passport and contact us if you want confirmation before coming.","Yes. Many travellers rent from our shop near Vila Olímpica and Barceloneta Beach. Bring your licence, ID or passport and contact us if you want confirmation before coming.",SÍ,SÍ
SCOOTER,en,10,1173,Where are the best places to use a scooter near the shop?,Where are the best places to use a scooter near the shop?,"Vila Olímpica, Port Olímpic and Barceloneta Beach offer some of the best flat routes near our shop.","Vila Olímpica, Port Olímpic and Barceloneta Beach offer some of the best flat routes near our shop.",SÍ,SÍ
SCOOTER,en,11,1177,What payment methods do you accept?,What payment methods do you accept?,We accept card payments. PayPal is also available for online payments.,We accept card payments. PayPal is also available for online payments.,SÍ,SÍ
SCOOTER,es,1,1095,¿Me conviene un scooter 50cc o 125cc?,¿Me conviene un scooter 50cc o 125cc?,"Un scooter 50cc es práctico para rutas urbanas. Un 125cc es mejor para rutas más largas, subidas o si viajan dos personas. Consulta nuestra guía 50cc vs 125cc antes de reservar.","Un scooter 50cc es práctico para rutas urbanas. Un 125cc es mejor para rutas más largas, subidas o si viajan dos personas. Consulta nuestra guía 50cc vs 125cc antes de reservar.",SÍ,SÍ
SCOOTER,es,2,1099,¿Puedo alquilar un scooter hoy en Barcelona?,¿Puedo alquilar un scooter hoy en Barcelona?,Puede haber alquiler de scooter el mismo día según disponibilidad. Escríbenos por WhatsApp antes de venir para confirmarlo.,Puede haber alquiler de scooter el mismo día según disponibilidad. Escríbenos por WhatsApp antes de venir para confirmarlo.,SÍ,SÍ
SCOOTER,es,3,1103,¿Dónde está RSB Rental Scooter Barcelona?,¿Dónde está RSB Rental Scooter Barcelona?,"Estamos en Vila Olímpica, en Carrer de Salvador Espriu, 63, 08005 Barcelona, cerca de Torre MAPFRE, Port Olímpic, Casino Barcelona y la playa de la Barceloneta.","Estamos en Vila Olímpica, en Carrer de Salvador Espriu, 63, 08005 Barcelona, cerca de Torre MAPFRE, Port Olímpic, Casino Barcelona y la playa de la Barceloneta.",SÍ,SÍ
SCOOTER,es,4,1107,¿Ofrecéis entrega gratuita del scooter en el hotel?,¿Ofrecéis entrega gratuita del scooter en el hotel?,"Sí. La entrega gratuita del scooter en el hotel está incluida para alquileres de 3 o más días en Barcelona, sujeta a confirmación de disponibilidad.","Sí. La entrega gratuita del scooter en el hotel está incluida para alquileres de 3 o más días en Barcelona, sujeta a confirmación de disponibilidad.",SÍ,SÍ
SCOOTER,es,5,1111,¿Puedo dejar mi equipaje o efectos personales en la tienda durante el alquiler?,¿Puedo dejar mi equipaje o efectos personales en la tienda durante el alquiler?,"Sí. Disponemos de consigna gratuita para maletas, zapatos, chaquetas y mochilas en nuestra tienda supervisada.","Sí. Disponemos de consigna gratuita para maletas, zapatos, chaquetas y mochilas en nuestra tienda supervisada.",SÍ,SÍ
SCOOTER,es,6,1115,¿Necesito carnet de conducir para alquilar un scooter en Barcelona?,¿Necesito carnet de conducir para alquilar un scooter en Barcelona?,"El carnet necesario depende de si alquilas un scooter 50cc o 125cc. Comprueba que tu permiso sea válido para la categoría del scooter antes de reservar. Para scooters de 125cc, necesitas un carnet tipo B con al menos 3 años de antigüedad, o el permiso de moto correspondiente.","El carnet necesario depende de si alquilas un scooter 50cc o 125cc. Comprueba que tu permiso sea válido para la categoría del scooter antes de reservar. Para scooters de 125cc, necesitas un carnet tipo B con al menos 3 años de antigüedad, o el permiso de moto correspondiente.",SÍ,SÍ
SCOOTER,es,7,1119,¿Los alquileres de scooter requieren depósito?,¿Los alquileres de scooter requieren depósito?,Puede aplicarse un depósito reembolsable según la categoría y el vehículo. Trae tu DNI o pasaporte y contáctanos para más detalles.,Puede aplicarse un depósito reembolsable según la categoría y el vehículo. Trae tu DNI o pasaporte y contáctanos para más detalles.,SÍ,SÍ
SCOOTER,es,8,1123,¿Están incluidos los cascos y las protecciones en el precio?,¿Están incluidos los cascos y las protecciones en el precio?,Sí. El alquiler de scooter incluye dos cascos.,Sí. El alquiler de scooter incluye dos cascos.,SÍ,SÍ
SCOOTER,es,9,1127,¿Pueden los turistas alquilar un scooter en Barcelona?,¿Pueden los turistas alquilar un scooter en Barcelona?,"Sí. Muchos viajeros alquilan en nuestra tienda cerca de Vila Olímpica y la playa de la Barceloneta. Trae tu carnet, DNI o pasaporte y contáctanos si quieres confirmación antes de venir.","Sí. Muchos viajeros alquilan en nuestra tienda cerca de Vila Olímpica y la playa de la Barceloneta. Trae tu carnet, DNI o pasaporte y contáctanos si quieres confirmación antes de venir.",SÍ,SÍ
SCOOTER,es,10,1131,¿Cuáles son las mejores zonas para usar un scooter cerca de la tienda?,¿Cuáles son las mejores zonas para usar un scooter cerca de la tienda?,"Vila Olímpica, Port Olímpic y la playa de la Barceloneta ofrecen algunas de las mejores rutas llanas cerca de nuestra tienda.","Vila Olímpica, Port Olímpic y la playa de la Barceloneta ofrecen algunas de las mejores rutas llanas cerca de nuestra tienda.",SÍ,SÍ
SCOOTER,es,11,1135,¿Qué métodos de pago aceptáis?,¿Qué métodos de pago aceptáis?,Aceptamos pagos con tarjeta. PayPal también está disponible para pagos online.,Aceptamos pagos con tarjeta. PayPal también está disponible para pagos online.,SÍ,SÍ
SCOOTER,fr,1,988,Dois-je choisir un scooter 50cc ou 125cc ?,Dois-je choisir un scooter 50cc ou 125cc ?,"Un scooter 50cc est pratique pour les trajets en ville. Un scooter 125cc est mieux adapté aux trajets plus longs, aux montées ou si vous roulez avec un passager. Consultez notre guide 50cc vs 125cc avant de réserver.","Un scooter 50cc est pratique pour les trajets en ville. Un scooter 125cc est mieux adapté aux trajets plus longs, aux montées ou si vous roulez avec un passager. Consultez notre guide 50cc vs 125cc avant de réserver.",SÍ,SÍ
SCOOTER,fr,2,992,Puis-je louer un scooter à Barcelone aujourd’hui ?,Puis-je louer un scooter à Barcelone aujourd’hui ?,La location de scooter le jour même peut être disponible selon le stock. Contactez-nous sur WhatsApp avant de venir pour confirmer la disponibilité.,La location de scooter le jour même peut être disponible selon le stock. Contactez-nous sur WhatsApp avant de venir pour confirmer la disponibilité.,SÍ,SÍ
SCOOTER,fr,3,996,Où se trouve RSB Rental Scooter Barcelona ?,Où se trouve RSB Rental Scooter Barcelona ?,"Nous sommes à Vila Olímpica, au Carrer de Salvador Espriu, 63, 08005 Barcelone, près de Torre MAPFRE, Port Olímpic, Casino Barcelona et de la plage de la Barceloneta.","Nous sommes à Vila Olímpica, au Carrer de Salvador Espriu, 63, 08005 Barcelone, près de Torre MAPFRE, Port Olímpic, Casino Barcelona et de la plage de la Barceloneta.",SÍ,SÍ
SCOOTER,fr,4,1000,Proposez-vous la livraison gratuite du scooter à l’hôtel ?,Proposez-vous la livraison gratuite du scooter à l’hôtel ?,"Oui. La livraison gratuite du scooter à l’hôtel est incluse pour les locations de 3 jours ou plus à Barcelone, sous réserve de confirmation de disponibilité.","Oui. La livraison gratuite du scooter à l’hôtel est incluse pour les locations de 3 jours ou plus à Barcelone, sous réserve de confirmation de disponibilité.",SÍ,SÍ
SCOOTER,fr,5,1004,Puis-je laisser mes bagages ou effets personnels à la boutique pendant la location ?,Puis-je laisser mes bagages ou effets personnels à la boutique pendant la location ?,"Oui. Un espace de stockage gratuit pour les bagages, chaussures, vestes et sacs à dos est disponible dans notre boutique surveillée.","Oui. Un espace de stockage gratuit pour les bagages, chaussures, vestes et sacs à dos est disponible dans notre boutique surveillée.",SÍ,SÍ
SCOOTER,fr,6,1008,Ai-je besoin d’un permis de conduire pour louer un scooter à Barcelone ?,Ai-je besoin d’un permis de conduire pour louer un scooter à Barcelone ?,"Le permis nécessaire dépend du choix entre un scooter 50cc ou 125cc. Vérifiez que votre permis est valable pour la catégorie du scooter avant de réserver. Pour les scooters 125cc, vous avez besoin d’un permis B détenu depuis au moins 3 ans, ou du permis moto correspondant.","Le permis nécessaire dépend du choix entre un scooter 50cc ou 125cc. Vérifiez que votre permis est valable pour la catégorie du scooter avant de réserver. Pour les scooters 125cc, vous avez besoin d’un permis B détenu depuis au moins 3 ans, ou du permis moto correspondant.",SÍ,SÍ
SCOOTER,fr,7,1012,Les locations de scooter nécessitent-elles une caution ?,Les locations de scooter nécessitent-elles une caution ?,Une caution remboursable peut s’appliquer selon la catégorie du scooter et le véhicule. Apportez votre pièce d’identité ou passeport et contactez-nous pour plus de détails.,Une caution remboursable peut s’appliquer selon la catégorie du scooter et le véhicule. Apportez votre pièce d’identité ou passeport et contactez-nous pour plus de détails.,SÍ,SÍ
SCOOTER,fr,8,1016,Les casques et protections sont-ils inclus dans le prix ?,Les casques et protections sont-ils inclus dans le prix ?,Oui. La location de scooter inclut deux casques.,Oui. La location de scooter inclut deux casques.,SÍ,SÍ
SCOOTER,fr,9,1020,Les touristes peuvent-ils louer un scooter à Barcelone ?,Les touristes peuvent-ils louer un scooter à Barcelone ?,"Oui. De nombreux voyageurs louent dans notre boutique près de Vila Olímpica et de la plage de la Barceloneta. Apportez votre permis, votre pièce d’identité ou votre passeport et contactez-nous si vous souhaitez une confirmation avant de venir.","Oui. De nombreux voyageurs louent dans notre boutique près de Vila Olímpica et de la plage de la Barceloneta. Apportez votre permis, votre pièce d’identité ou votre passeport et contactez-nous si vous souhaitez une confirmation avant de venir.",SÍ,SÍ
SCOOTER,fr,10,1024,Quels sont les meilleurs quartiers pour utiliser un scooter près de la boutique ?,Quels sont les meilleurs quartiers pour utiliser un scooter près de la boutique ?,"Vila Olímpica, Port Olímpic et la plage de la Barceloneta offrent certains des meilleurs itinéraires plats près de notre boutique.","Vila Olímpica, Port Olímpic et la plage de la Barceloneta offrent certains des meilleurs itinéraires plats près de notre boutique.",SÍ,SÍ
SCOOTER,fr,11,1028,Quels moyens de paiement acceptez-vous ?,Quels moyens de paiement acceptez-vous ?,Nous acceptons les paiements par carte. PayPal est également disponible pour les paiements en ligne.,Nous acceptons les paiements par carte. PayPal est également disponible pour les paiements en ligne.,SÍ,SÍ
SCOOTER,it,1,993,Scooter 50cc o 125cc: quale scegliere?,Scooter 50cc o 125cc: quale scegliere?,"Uno scooter 50cc è pratico per i percorsi in città. Uno scooter 125cc è più adatto a percorsi più lunghi, salite o viaggi con un passeggero. Consulta la nostra guida 50cc vs 125cc prima di prenotare.","Uno scooter 50cc è pratico per i percorsi in città. Uno scooter 125cc è più adatto a percorsi più lunghi, salite o viaggi con un passeggero. Consulta la nostra guida 50cc vs 125cc prima di prenotare.",SÍ,SÍ
SCOOTER,it,2,997,Posso noleggiare uno scooter a Barcellona oggi?,Posso noleggiare uno scooter a Barcellona oggi?,Il noleggio scooter in giornata può essere disponibile in base allo stock. Contattaci su WhatsApp prima di venire per confermare la disponibilità.,Il noleggio scooter in giornata può essere disponibile in base allo stock. Contattaci su WhatsApp prima di venire per confermare la disponibilità.,SÍ,SÍ
SCOOTER,it,3,1001,Dove si trova RSB Rental Scooter Barcelona?,Dove si trova RSB Rental Scooter Barcelona?,"Siamo a Vila Olímpica, in Carrer de Salvador Espriu, 63, 08005 Barcellona, vicino a Torre MAPFRE, Port Olímpic, Casino Barcelona e alla spiaggia della Barceloneta.","Siamo a Vila Olímpica, in Carrer de Salvador Espriu, 63, 08005 Barcellona, vicino a Torre MAPFRE, Port Olímpic, Casino Barcelona e alla spiaggia della Barceloneta.",SÍ,SÍ
SCOOTER,it,4,1005,Offrite la consegna gratuita dello scooter in hotel?,Offrite la consegna gratuita dello scooter in hotel?,"Sì. La consegna gratuita dello scooter in hotel è inclusa per noleggi di 3 o più giorni a Barcellona, previa conferma della disponibilità.","Sì. La consegna gratuita dello scooter in hotel è inclusa per noleggi di 3 o più giorni a Barcellona, previa conferma della disponibilità.",SÍ,SÍ
SCOOTER,it,5,1009,Posso lasciare bagagli o effetti personali in negozio durante il noleggio?,Posso lasciare bagagli o effetti personali in negozio durante il noleggio?,"Sì. Disponiamo di deposito gratuito per valigie, scarpe, giacche e zaini nel nostro negozio sorvegliato.","Sì. Disponiamo di deposito gratuito per valigie, scarpe, giacche e zaini nel nostro negozio sorvegliato.",SÍ,SÍ
SCOOTER,it,6,1013,Ho bisogno della patente per noleggiare uno scooter a Barcellona?,Ho bisogno della patente per noleggiare uno scooter a Barcellona?,"La patente necessaria dipende dal fatto che tu noleggi uno scooter 50cc o 125cc. Verifica che la tua patente sia valida per la categoria dello scooter prima di prenotare. Per gli scooter 125cc serve una patente B da almeno 3 anni, oppure la patente moto corrispondente.","La patente necessaria dipende dal fatto che tu noleggi uno scooter 50cc o 125cc. Verifica che la tua patente sia valida per la categoria dello scooter prima di prenotare. Per gli scooter 125cc serve una patente B da almeno 3 anni, oppure la patente moto corrispondente.",SÍ,SÍ
SCOOTER,it,7,1017,I noleggi scooter richiedono un deposito?,I noleggi scooter richiedono un deposito?,È possibile che venga richiesto un deposito rimborsabile in base alla categoria dello scooter e al veicolo. Porta un documento d’identità o passaporto e contattaci per maggiori dettagli.,È possibile che venga richiesto un deposito rimborsabile in base alla categoria dello scooter e al veicolo. Porta un documento d’identità o passaporto e contattaci per maggiori dettagli.,SÍ,SÍ
SCOOTER,it,8,1021,Caschi e protezioni sono inclusi nel prezzo?,Caschi e protezioni sono inclusi nel prezzo?,Sì. Il noleggio scooter include due caschi.,Sì. Il noleggio scooter include due caschi.,SÍ,SÍ
SCOOTER,it,9,1025,I turisti possono noleggiare uno scooter a Barcellona?,I turisti possono noleggiare uno scooter a Barcellona?,"Sì. Molti viaggiatori noleggiano nella nostra bottega vicino a Vila Olímpica e alla spiaggia della Barceloneta. Porta patente, documento d’identità o passaporto e contattaci se vuoi una conferma prima di venire.","Sì. Molti viaggiatori noleggiano nella nostra bottega vicino a Vila Olímpica e alla spiaggia della Barceloneta. Porta patente, documento d’identità o passaporto e contattaci se vuoi una conferma prima di venire.",SÍ,SÍ
SCOOTER,it,10,1029,Quali sono le migliori zone per usare uno scooter vicino al negozio?,Quali sono le migliori zone per usare uno scooter vicino al negozio?,"Vila Olímpica, Port Olímpic e la spiaggia della Barceloneta offrono alcuni dei migliori percorsi pianeggianti vicino al nostro negozio.","Vila Olímpica, Port Olímpic e la spiaggia della Barceloneta offrono alcuni dei migliori percorsi pianeggianti vicino al nostro negozio.",SÍ,SÍ
SCOOTER,it,11,1033,Quali metodi di pagamento accettate?,Quali metodi di pagamento accettate?,Accettiamo pagamenti con carta. PayPal è disponibile anche per i pagamenti online.,Accettiamo pagamenti con carta. PayPal è disponibile anche per i pagamenti online.,SÍ,SÍ
SCOOTER,de,1,1077,Sollte ich einen 50ccm- oder 125ccm-Scooter wählen?,Sollte ich einen 50ccm- oder 125ccm-Scooter wählen?,"Ein 50ccm-Scooter ist praktisch für Stadtfahrten. Ein 125ccm-Scooter ist besser für längere Strecken, Steigungen oder Fahrten mit Beifahrer geeignet. Lies vor der Buchung unseren 50cc vs 125cc Guide.","Ein 50ccm-Scooter ist praktisch für Stadtfahrten. Ein 125ccm-Scooter ist besser für längere Strecken, Steigungen oder Fahrten mit Beifahrer geeignet. Lies vor der Buchung unseren 50cc vs 125cc Guide.",SÍ,SÍ
SCOOTER,de,2,1083,Kann ich heute in Barcelona einen Scooter mieten?,Kann ich heute in Barcelona einen Scooter mieten?,"Eine Scooter-Miete am selben Tag kann je nach Verfügbarkeit möglich sein. Kontaktiere uns vor deinem Besuch über WhatsApp, um die Verfügbarkeit zu bestätigen.","Eine Scooter-Miete am selben Tag kann je nach Verfügbarkeit möglich sein. Kontaktiere uns vor deinem Besuch über WhatsApp, um die Verfügbarkeit zu bestätigen.",SÍ,SÍ
SCOOTER,de,3,1089,Wo befindet sich RSB Rental Scooter Barcelona?,Wo befindet sich RSB Rental Scooter Barcelona?,"Wir befinden uns in Vila Olímpica, in der Carrer de Salvador Espriu, 63, 08005 Barcelona, nahe Torre MAPFRE, Port Olímpic, Casino Barcelona und dem Strand von Barceloneta.","Wir befinden uns in Vila Olímpica, in der Carrer de Salvador Espriu, 63, 08005 Barcelona, nahe Torre MAPFRE, Port Olímpic, Casino Barcelona und dem Strand von Barceloneta.",SÍ,SÍ
SCOOTER,de,4,1095,Gibt es eine kostenlose Scooter-Hotellieferung?,Gibt es eine kostenlose Scooter-Hotellieferung?,"Ja. Die kostenlose Scooter-Lieferung zum Hotel ist bei Mietdauer von 3 Tagen oder mehr in Barcelona inklusive, vorbehaltlich bestätigter Verfügbarkeit.","Ja. Die kostenlose Scooter-Lieferung zum Hotel ist bei Mietdauer von 3 Tagen oder mehr in Barcelona inklusive, vorbehaltlich bestätigter Verfügbarkeit.",SÍ,SÍ
SCOOTER,de,5,1101,Kann ich mein Gepäck oder persönliche Gegenstände während der Miete im Geschäft lassen?,Kann ich mein Gepäck oder persönliche Gegenstände während der Miete im Geschäft lassen?,"Ja. In unserem beaufsichtigten Geschäft steht eine kostenlose Aufbewahrung für Gepäck, Schuhe, Jacken und Rucksäcke zur Verfügung.","Ja. In unserem beaufsichtigten Geschäft steht eine kostenlose Aufbewahrung für Gepäck, Schuhe, Jacken und Rucksäcke zur Verfügung.",SÍ,SÍ
